Localidade da Escola;País;Região;UF;Município;Matrículas;Categoria 1;Categoria 1 - Ordenação;Categoria 2;Categoria 2 - Ordenação;Etapa de Ensino - Superior;Etapa de Ensino
Salvador;Brasil;Nordeste;BA;Salvador;3521;Privada;2;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Salvador;Brasil;Nordeste;BA;Salvador;39705;Público;1;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Salvador;Brasil;Nordeste;BA;Salvador;80;Público;1;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Salvador;Brasil;Nordeste;BA;Salvador;15298;Público;1;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
